height,weight,label
137,68,fat
136,73,fat
177,55,thin
152,56,normal
120,46,fat
126,83,fat
177,61,normal
112,74,fat
160,88,fat
141,68,fat
117,45,fat
178,50,thin
135,84,fat
156,81,fat
195,56,thin
137,71,fat
124,43,fat
166,67,normal
131,44,fat
148,44,normal
176,81,fat
134,87,fat
182,75,normal
125,50,fat
145,40,normal
165,66,normal
116,62,fat
120,69,fat
140,65,fat
162,48,thin
191,54,thin
116,42,fat
160,52,normal
145,53,fat
150,46,normal
115,79,fat
155,43,thin
132,55,fat
168,66,normal
134,75,fat
178,85,fat
148,85,fat
148,51,normal
195,73,normal
175,88,fat
129,85,fat
166,46,thin
169,73,fat
127,79,fat
144,86,fat
157,75,fat
144,60,fat
138,62,fat
167,54,normal
121,45,fat
151,54,normal
138,47,normal
126,60,fat
193,79,normal
196,79,normal
184,89,fat
186,49,thin
126,50,fat
169,59,normal
123,55,fat
131,71,fat
119,44,fat
175,40,thin
163,74,fat
184,75,normal
136,50,fat
141,69,fat
165,62,normal
118,87,fat
151,48,normal
190,43,thin
154,42,thin
114,88,fat
132,42,normal
132,42,normal
178,57,thin
159,88,fat
145,76,fat
141,61,fat
121,79,fat
161,51,normal
198,88,normal
196,75,normal
121,89,fat
186,87,fat
119,51,fat
149,63,fat
138,59,fat
171,89,fat
112,78,fat
157,83,fat
137,70,fat
115,51,fat
115,86,fat
115,79,fat
158,77,fat
126,42,fat
167,56,normal
144,61,fat
164,59,normal
176,77,normal
192,70,normal
183,89,fat
197,50,thin
169,66,normal
174,66,normal
162,85,fat
130,68,fat
144,73,fat
155,57,normal
196,55,thin
175,90,fat
174,41,thin
168,55,normal
130,42,normal
118,43,fat
139,75,fat
129,85,fat
173,49,thin
172,85,fat
198,74,normal
176,85,fat
150,62,fat
177,70,normal
140,64,fat
127,69,fat
141,76,fat
175,70,normal
119,78,fat
163,49,thin
156,69,fat
175,79,fat
173,88,fat
164,47,thin
178,74,normal
181,80,normal
191,83,normal
110,88,fat
184,55,thin
198,50,thin
135,69,fat
112,58,fat
116,46,fat
150,87,fat
188,53,thin
173,82,fat
125,87,fat
139,56,fat
145,67,fat
153,62,fat
136,43,normal
152,89,fat
122,80,fat
113,90,fat
114,73,fat
139,77,fat
114,85,fat
188,64,thin
167,63,normal
114,64,fat
197,87,normal
153,84,fat
188,50,thin
118,78,fat
152,49,normal
196,89,normal
199,44,thin
174,63,normal
177,61,normal
116,73,fat
198,84,normal
154,83,fat
148,69,fat
132,58,fat
176,41,thin
149,55,normal
194,43,thin
150,44,normal
161,85,fat
157,41,thin
184,58,thin
114,67,fat
193,68,thin
187,64,thin
131,63,fat
190,69,normal
170,69,normal
196,77,normal
134,87,fat
111,67,fat
155,43,thin
200,40,thin
197,90,normal
112,63,fat
114,56,fat
128,51,fat
185,53,thin
121,64,fat
114,71,fat
174,75,normal
183,68,normal
145,66,fat
157,73,fat
140,76,fat
115,67,fat
121,54,fat
181,73,normal
186,79,normal
198,73,normal
143,49,normal
132,64,fat
194,55,thin
144,49,normal
132,77,fat
149,40,thin
194,50,thin
153,50,normal
170,43,thin
197,74,normal
165,55,normal
169,52,thin
173,73,normal
184,42,thin
111,46,fat
153,67,fat
126,59,fat
196,74,normal
146,52,normal
167,81,fat
125,89,fat
157,72,fat
117,45,fat
152,83,fat
159,51,normal
196,83,normal
167,49,thin
185,56,thin
132,49,fat
114,76,fat
160,77,fat
119,50,fat
137,69,fat
142,68,fat
139,56,fat
153,56,normal
126,78,fat
196,65,thin
115,51,fat
170,43,thin
152,76,fat
124,60,fat
185,57,thin
178,74,normal
183,67,normal
174,42,thin
162,63,normal
153,45,normal
156,77,fat
198,74,normal
188,41,thin
130,89,fat
196,83,normal
198,73,normal
167,70,fat
113,52,fat
112,43,fat
167,42,thin
112,68,fat
175,42,thin
164,53,normal
128,60,fat
175,79,fat
179,46,thin
126,84,fat
117,69,fat
131,69,fat
149,57,fat
190,78,normal
157,83,fat
150,59,fat
113,73,fat
138,52,fat
181,70,normal
154,71,fat
175,52,thin
132,61,fat
125,42,fat
161,77,fat
163,69,fat
114,75,fat
195,69,thin
184,44,thin
146,43,normal
128,54,fat
141,74,fat
184,41,thin
141,55,fat
151,57,normal
167,60,normal
153,80,fat
111,40,fat
121,43,fat
198,41,thin
191,64,thin
112,44,fat
110,84,fat
197,84,normal
179,83,fat
159,62,normal
118,88,fat
162,89,fat
130,71,fat
111,64,fat
147,82,fat
155,44,thin
151,69,fat
122,58,fat
176,52,thin
122,66,fat
183,77,normal
199,73,thin
139,52,fat
184,88,fat
116,84,fat
165,82,fat
159,41,thin
167,71,fat
143,81,fat
143,49,normal
178,49,thin
200,69,thin
155,49,normal
140,43,normal
166,88,fat
163,64,normal
164,63,normal
158,60,normal
173,66,normal
121,58,fat
123,42,fat
175,67,normal
126,75,fat
150,55,normal
199,90,normal
139,74,fat
167,54,normal
197,40,thin
164,82,fat
142,66,fat
199,63,thin
128,46,fat
135,80,fat
153,65,fat
174,51,thin
151,75,fat
168,55,normal
116,43,fat
116,48,fat
137,82,fat
199,47,thin
160,54,normal
114,51,fat
146,71,fat
127,67,fat
171,87,fat
135,41,normal
165,45,thin
152,72,fat
137,56,fat
150,61,fat
151,86,fat
160,80,fat
144,81,fat
125,45,fat
185,62,thin
200,55,thin
173,90,fat
134,66,fat
153,59,fat
168,41,thin
169,72,fat
174,57,normal
161,51,normal
188,43,thin
132,89,fat
190,45,thin
197,90,normal
141,64,fat
144,40,normal
143,71,fat
174,58,normal
123,43,fat
196,57,thin
127,70,fat
179,86,fat
179,72,normal
137,72,fat
167,89,fat
154,49,normal
166,54,normal
134,69,fat
190,76,normal
179,61,normal
127,90,fat
146,61,fat
137,51,fat
158,88,fat
127,46,fat
174,64,normal
197,88,normal
162,40,thin
185,72,normal
139,78,fat
116,90,fat
142,68,fat
150,86,fat
126,54,fat
137,41,normal
120,89,fat
194,47,thin
150,45,normal
127,67,fat
156,90,fat
128,51,fat
185,70,normal
171,59,normal
165,41,thin
118,67,fat
171,88,fat
125,66,fat
181,44,thin
196,89,normal
126,58,fat
146,68,fat
172,89,fat
120,47,fat
185,50,thin
173,73,normal
185,87,fat
143,48,normal
151,50,normal
117,60,fat
125,77,fat
174,40,thin
188,81,normal
177,59,normal
193,56,thin
134,56,fat
183,73,normal
124,75,fat
174,85,fat
184,77,normal
134,52,fat
110,47,fat
181,82,fat
159,74,fat
119,64,fat
177,68,normal
186,57,thin
114,77,fat
117,57,fat
142,69,fat
162,76,fat
158,48,normal
144,59,fat
176,80,fat
141,72,fat
149,40,thin
143,66,fat
110,65,fat
148,85,fat
135,66,fat
173,59,normal
128,54,fat
190,89,normal
156,75,fat
148,78,fat
199,45,thin
168,77,fat
119,77,fat
131,66,fat
192,45,thin
140,69,fat
125,75,fat
195,76,normal
154,79,fat
169,45,thin
165,79,fat
157,60,normal
128,64,fat
178,69,normal
113,67,fat
119,81,fat
188,53,thin
189,74,normal
149,79,fat
188,64,thin
197,66,thin
112,72,fat
195,50,thin
196,46,thin
134,61,fat
122,90,fat
173,44,thin
118,71,fat
190,63,thin
161,55,normal
194,79,normal
154,83,fat
153,66,fat
112,61,fat
177,66,normal
139,67,fat
112,57,fat
200,54,thin
137,73,fat
113,61,fat
156,77,fat
140,44,normal
149,65,fat
181,62,normal
184,41,thin
124,46,fat
125,48,fat
195,65,thin
162,83,fat
185,44,thin
175,57,normal
186,62,thin
125,43,fat
175,81,fat
131,50,fat
200,41,thin
140,57,fat
194,86,normal
116,90,fat
139,70,fat
139,64,fat
165,69,fat
147,71,fat
130,89,fat
115,83,fat
127,80,fat
162,83,fat
128,82,fat
127,52,fat
148,51,normal
127,59,fat
179,66,normal
145,71,fat
175,53,thin
128,48,fat
115,57,fat
150,44,normal
194,44,thin
181,74,normal
110,52,fat
122,59,fat
127,87,fat
117,66,fat
182,40,thin
195,43,thin
173,90,fat
121,59,fat
147,56,fat
165,42,thin
190,79,normal
166,58,normal
159,53,normal
157,54,normal
160,81,fat
186,62,thin
123,87,fat
126,63,fat
157,55,normal
167,58,normal
156,43,thin
191,78,normal
130,69,fat
111,80,fat
196,69,thin
191,73,normal
130,78,fat
160,76,fat
152,47,normal
197,78,normal
185,75,normal
171,61,normal
186,48,thin
145,77,fat
157,48,normal
169,58,normal
164,76,fat
176,44,thin
148,59,fat
153,90,fat
165,58,normal
162,75,fat
180,45,thin
177,56,thin
164,87,fat
126,49,fat
200,69,thin
140,73,fat
119,51,fat
111,65,fat
142,47,normal
144,62,fat
184,42,thin
162,62,normal
115,65,fat
146,67,fat
167,62,normal
161,68,fat
188,67,normal
153,78,fat
116,56,fat
121,45,fat
138,40,normal
160,57,normal
200,58,thin
142,82,fat
145,71,fat
193,49,thin
141,74,fat
122,65,fat
191,82,normal
194,71,normal
189,85,normal
141,63,fat
150,63,fat
124,67,fat
150,48,normal
112,73,fat
138,87,fat
135,87,fat
185,62,thin
179,72,normal
129,79,fat
183,75,normal
146,57,fat
134,72,fat
125,44,fat
172,61,normal
117,55,fat
173,47,thin
189,66,thin
170,56,normal
124,88,fat
149,62,fat
117,69,fat
127,45,fat
178,80,fat
198,54,thin
142,87,fat
112,41,fat
111,69,fat
112,87,fat
118,87,fat
149,75,fat
152,71,fat
182,75,normal
121,62,fat
199,75,normal
177,90,fat
152,52,normal
117,62,fat
130,73,fat
145,90,fat
111,50,fat
174,78,fat
199,55,thin
158,41,thin
145,68,fat
129,51,fat
193,43,thin
173,49,thin
130,79,fat
169,81,fat
119,55,fat
166,47,thin
128,74,fat
127,67,fat
152,70,fat
166,57,normal
145,58,fat
113,40,fat
200,40,thin
170,90,fat
190,55,thin
131,87,fat
160,80,fat
148,68,fat
148,80,fat
145,58,fat
115,79,fat
142,49,normal
148,58,fat
127,82,fat
157,41,thin
153,89,fat
173,65,normal
123,75,fat
176,48,thin
198,77,normal
118,68,fat
119,40,fat
149,88,fat
186,87,fat
188,61,thin
165,74,fat
166,79,fat
142,50,normal
185,46,thin
136,55,fat
157,78,fat
180,80,normal
131,64,fat
193,63,thin
157,74,fat
185,78,normal
187,65,normal
196,41,thin
146,53,normal
141,41,normal
182,76,normal
138,52,fat
192,69,normal
199,59,thin
195,48,thin
193,75,normal
167,44,thin
166,78,fat
177,49,thin
177,85,fat
114,51,fat
128,84,fat
196,87,normal
156,61,fat
117,82,fat
169,68,normal
162,48,thin
189,72,normal
169,87,fat
118,79,fat
132,44,fat
164,47,thin
126,45,fat
129,62,fat
131,52,fat
144,44,normal
129,68,fat
178,62,normal
119,72,fat
123,59,fat
144,52,fat
192,57,thin
126,57,fat
126,81,fat
122,53,fat
122,65,fat
159,46,thin
190,68,normal
123,41,fat
115,46,fat
184,89,fat
164,40,thin
165,46,thin
195,67,thin
111,62,fat
171,89,fat
111,40,fat
191,88,normal
190,47,thin
151,51,normal
162,50,normal
146,41,normal
154,44,normal
113,59,fat
171,88,fat
200,85,normal
148,46,normal
147,70,fat
167,80,fat
119,58,fat
135,77,fat
183,82,normal
200,61,thin
190,50,thin
180,76,normal
130,47,fat
125,66,fat
162,56,normal
145,85,fat
117,48,fat
196,59,thin
164,40,thin
122,75,fat
194,47,thin
140,88,fat
184,65,normal
179,52,thin
163,60,normal
120,84,fat
135,90,fat
121,75,fat
121,40,fat
178,48,thin
147,42,normal
122,64,fat
139,43,normal
111,78,fat
168,46,thin
131,44,fat
165,81,fat
200,60,thin
111,89,fat
158,75,fat
190,41,thin
182,52,thin
188,79,normal
186,88,fat
174,77,fat
123,87,fat
134,51,fat
170,40,thin
112,72,fat
145,89,fat
153,48,normal
170,68,normal
182,80,normal
129,75,fat
183,78,normal
170,44,thin
124,64,fat
195,72,normal
186,61,thin
136,80,fat
120,86,fat
178,78,normal
148,81,fat
126,81,fat
168,80,fat
161,61,normal
126,69,fat
185,59,thin
137,80,fat
155,60,normal
177,44,thin
193,51,thin
110,55,fat
116,81,fat
173,41,thin
196,62,thin
145,44,normal
190,46,thin
136,76,fat
169,77,fat
182,52,thin
133,73,fat
188,48,thin
159,80,fat
186,82,normal
160,47,thin
128,56,fat
135,51,fat
139,73,fat
152,84,fat
200,61,thin
195,59,thin
152,78,fat
182,68,normal
199,47,thin
194,81,normal
155,59,normal
140,84,fat
158,58,normal
185,87,fat
168,45,thin
167,68,normal
133,72,fat
118,88,fat
155,86,fat
176,69,normal
141,85,fat
196,54,thin
168,54,normal
130,40,normal
135,55,fat
199,61,thin
160,63,normal
168,60,normal
118,81,fat
167,58,normal
119,48,fat
110,50,fat
170,55,normal
158,52,normal
197,59,thin
126,74,fat
172,48,thin
193,67,thin
151,87,fat
199,79,normal
146,62,fat
196,76,normal
142,67,fat
185,72,normal
129,66,fat
152,59,fat
180,87,fat
155,89,fat
110,66,fat
132,61,fat
194,61,thin
148,40,thin
127,41,fat
178,89,fat
200,52,thin
171,76,fat
127,58,fat
196,66,thin
195,67,thin
119,44,fat
112,86,fat
186,48,thin
114,84,fat
173,59,normal
156,84,fat
179,58,thin
153,50,normal
162,87,fat
181,47,thin
176,81,fat
138,65,fat
140,84,fat
166,66,normal
138,40,normal
115,88,fat
120,59,fat
159,41,thin
121,71,fat
134,49,fat
170,82,fat
110,75,fat
189,43,thin
113,51,fat
130,84,fat
188,86,normal
112,72,fat
142,70,fat
127,84,fat
196,68,thin
124,45,fat
200,57,thin
170,45,thin
158,48,normal
164,59,normal
160,40,thin
155,51,normal
135,77,fat
157,48,normal
173,56,normal
119,49,fat
176,54,thin
161,52,normal
139,70,fat
196,89,normal
191,76,normal
126,56,fat
156,85,fat
173,79,fat
127,65,fat
163,84,fat
181,49,thin
148,44,normal
183,73,normal
158,62,normal
116,70,fat
190,42,thin
162,46,thin
140,75,fat
131,47,fat
113,54,fat
143,55,fat
177,85,fat
122,70,fat
121,87,fat
173,88,fat
128,54,fat
117,85,fat
162,73,fat
165,65,normal
200,66,thin
181,87,fat
145,62,fat
127,84,fat
176,56,thin
115,40,fat
124,72,fat
196,79,normal
194,57,thin
178,60,normal
129,55,fat
113,87,fat
132,71,fat
113,63,fat
148,58,fat
111,55,fat
182,76,normal
130,68,fat
154,62,fat
168,49,thin
195,87,normal
195,47,thin
144,66,fat
131,50,fat
143,64,fat
172,53,thin
162,77,fat
128,87,fat
160,81,fat
158,42,thin
181,68,normal
125,49,fat
191,42,thin
110,64,fat
138,90,fat
111,65,fat
155,56,normal
156,52,normal
172,73,normal
199,89,normal
127,47,fat
113,80,fat
139,42,normal
172,44,thin
172,75,fat
175,66,normal
149,74,fat
128,83,fat
122,82,fat
159,66,fat
179,81,fat
181,60,thin
196,64,thin
115,64,fat
186,79,normal
175,74,normal
161,64,normal
122,55,fat
156,62,fat
139,67,fat
135,75,fat
154,76,fat
158,63,fat
183,86,fat
130,70,fat
188,45,thin
131,44,fat
168,54,normal
137,71,fat
194,90,normal
133,90,fat
137,65,fat
198,46,thin
189,51,thin
160,60,normal
112,76,fat
174,52,thin
165,80,fat
138,49,fat
133,76,fat
188,82,normal
161,83,fat
117,50,fat
110,73,fat
134,41,normal
133,68,fat
163,41,thin
110,67,fat
172,66,normal
139,47,normal
124,83,fat
146,45,normal
159,76,fat
141,65,fat
121,60,fat
151,60,fat
156,57,normal
180,40,thin
164,67,normal
161,64,normal
196,90,normal
153,75,fat
138,52,fat
176,83,fat
110,77,fat
148,52,normal
119,85,fat
173,40,thin
184,62,thin
162,68,fat
174,87,fat
175,51,thin
193,84,normal
125,80,fat
122,73,fat
160,52,normal
145,62,fat
159,78,fat
169,87,fat
146,77,fat
195,41,thin
164,49,thin
158,67,fat
125,46,fat
169,69,normal
177,66,normal
111,47,fat
136,55,fat
172,78,fat
142,46,normal
125,54,fat
134,75,fat
143,84,fat
115,46,fat
164,75,fat
132,54,fat
186,86,normal
115,83,fat
124,48,fat
165,50,thin
200,57,thin
179,84,fat
117,90,fat
184,71,normal
163,44,thin
132,46,fat
194,70,normal
172,59,normal
115,89,fat
174,69,normal
181,86,fat
165,42,thin
126,84,fat
110,76,fat
120,77,fat
144,71,fat
138,86,fat
153,68,fat
184,67,normal
156,45,thin
147,52,normal
149,59,fat
190,45,thin
167,66,normal
123,84,fat
164,81,fat
136,88,fat
146,57,fat
119,46,fat
171,65,normal
187,72,normal
126,52,fat
189,73,normal
153,80,fat
176,76,normal
176,82,fat
144,57,fat
192,51,thin
135,44,normal
144,47,normal
159,64,fat
192,89,normal
162,43,thin
184,70,normal
157,46,normal
145,63,fat
133,79,fat
137,42,normal
134,75,fat
172,84,fat
164,43,thin
128,57,fat
180,88,fat
164,62,normal
182,59,thin
187,52,thin
124,66,fat
186,51,thin
175,50,thin
156,89,fat
187,52,thin
167,55,normal
191,82,normal
138,63,fat
190,72,normal
129,44,fat
160,51,normal
171,85,fat
187,72,normal
171,71,normal
191,42,thin
177,40,thin
114,44,fat
163,52,normal
177,63,normal
120,68,fat
112,48,fat
157,52,normal
168,46,thin
170,47,thin
192,63,thin
112,45,fat
199,82,normal
158,55,normal
111,57,fat
137,58,fat
191,77,normal
113,53,fat
174,69,normal
124,52,fat
198,84,normal
119,83,fat
187,56,thin
163,48,thin
135,46,fat
154,62,fat
126,81,fat
187,59,thin
114,52,fat
154,48,normal
183,45,thin
112,83,fat
161,64,normal
145,45,normal
143,53,fat
186,79,normal
194,52,thin
184,87,fat
157,50,normal
144,41,normal
192,51,thin
199,63,thin
141,84,fat
135,46,fat
185,40,thin
147,53,normal
166,40,thin
131,88,fat
145,59,fat
171,44,thin
145,44,normal
111,55,fat
167,42,thin
114,54,fat
134,78,fat
200,40,thin
138,86,fat
191,53,thin
141,40,normal
118,58,fat
153,60,fat
196,66,thin
167,52,normal
161,70,fat
149,82,fat
143,67,fat
178,67,normal
146,81,fat
186,61,thin
184,83,normal
122,66,fat
117,65,fat
167,58,normal
155,67,fat
113,80,fat
112,86,fat
129,87,fat
121,73,fat
178,55,thin
154,43,thin
151,47,normal
155,59,normal
167,52,normal
137,71,fat
111,48,fat
172,64,normal
110,78,fat
122,56,fat
110,73,fat
149,64,fat
159,71,fat
114,47,fat
153,74,fat
128,61,fat
178,73,normal
164,71,fat
121,72,fat
112,74,fat
154,45,normal
196,80,normal
132,67,fat
162,57,normal
152,75,fat
133,56,fat
166,76,fat
160,87,fat
153,59,fat
164,53,normal
115,50,fat
165,64,normal
169,74,fat
117,78,fat
192,57,thin
129,54,fat
193,67,thin
144,85,fat
165,53,normal
164,48,thin
150,63,fat
110,53,fat
185,69,normal
110,82,fat
177,45,thin
185,87,fat
193,79,normal
150,75,fat
185,63,thin
156,90,fat
117,53,fat
120,51,fat
121,81,fat
162,70,fat
178,84,fat
145,49,normal
124,77,fat
127,56,fat
184,45,thin
112,43,fat
182,78,normal
131,67,fat
158,90,fat
158,57,normal
119,72,fat
194,59,thin
189,56,thin
114,89,fat
139,73,fat
196,87,normal
161,45,thin
170,82,fat
110,86,fat
124,79,fat
193,59,thin
200,42,thin
189,40,thin
157,84,fat
117,88,fat
114,71,fat
126,71,fat
198,46,thin
147,44,normal
149,76,fat
149,69,fat
176,62,normal
146,70,fat
195,88,normal
111,74,fat
179,64,normal
113,67,fat
114,40,fat
149,73,fat
133,54,fat
158,42,thin
162,75,fat
115,47,fat
158,57,normal
150,49,normal
162,89,fat
164,67,normal
153,49,normal
118,41,fat
169,76,fat
194,83,normal
188,70,normal
179,81,fat
128,49,fat
171,56,normal
172,52,thin
156,84,fat
134,51,fat
146,88,fat
193,56,thin
130,62,fat
134,82,fat
141,70,fat
155,72,fat
188,55,thin
177,76,normal
140,57,fat
165,41,thin
133,67,fat
182,56,thin
148,80,fat
155,41,thin
158,80,fat
167,68,normal
187,73,normal
123,79,fat
152,59,fat
119,69,fat
163,85,fat
174,57,normal
198,73,normal
198,79,normal
164,70,fat
181,79,normal
163,73,fat
142,67,fat
176,86,fat
194,83,normal
177,88,fat
147,57,fat
158,73,fat
190,43,thin
138,86,fat
125,40,fat
127,81,fat
196,64,thin
134,45,fat
191,77,normal
157,48,normal
143,55,fat
186,76,normal
149,48,normal
162,80,fat
114,89,fat
187,90,fat
175,62,normal
126,60,fat
142,42,normal
143,61,fat
189,44,thin
178,88,fat
123,42,fat
175,61,normal
144,41,normal
123,90,fat
133,63,fat
169,48,thin
110,59,fat
133,47,fat
161,59,normal
163,54,normal
159,66,fat
148,78,fat
142,48,normal
187,43,thin
111,61,fat
185,73,normal
183,86,fat
189,68,normal
165,68,normal
162,52,normal
113,61,fat
181,65,normal
154,80,fat
196,54,thin
156,57,normal
172,48,thin
161,67,fat
123,42,fat
142,64,fat
113,50,fat
188,86,normal
116,58,fat
130,57,fat
143,89,fat
183,43,thin
147,47,normal
124,69,fat
163,40,thin
183,77,normal
137,40,normal
193,50,thin
156,62,fat
168,48,thin
154,52,normal
155,58,normal
193,41,thin
157,61,normal
186,48,thin
187,85,normal
122,86,fat
140,54,fat
141,55,fat
193,90,normal
143,40,normal
114,51,fat
168,86,fat
161,49,normal
194,40,thin
181,45,thin
124,89,fat
181,78,normal
113,44,fat
184,63,normal
136,54,fat
185,76,normal
151,79,fat
178,42,thin
193,72,normal
113,56,fat
136,54,fat
184,52,thin
173,81,fat
130,83,fat
154,85,fat
176,48,thin
120,76,fat
123,46,fat
170,74,fat
126,78,fat
183,54,thin
179,70,normal
146,45,normal
140,68,fat
183,57,thin
163,89,fat
129,50,fat
145,57,fat
154,82,fat
171,51,thin
155,67,fat
172,75,fat
140,82,fat
148,43,normal
197,60,thin
171,90,fat
115,90,fat
149,65,fat
173,48,thin
189,52,thin
170,49,thin
121,73,fat
152,80,fat
200,62,thin
196,56,thin
174,55,thin
135,73,fat
112,66,fat
152,41,thin
179,73,normal
136,64,fat
165,41,thin
144,42,normal
117,65,fat
190,83,normal
152,46,normal
181,43,thin
172,44,thin
196,84,normal
111,75,fat
136,85,fat
155,51,normal
177,44,thin
180,54,thin
127,55,fat
141,53,fat
190,85,normal
149,45,normal
143,70,fat
154,46,normal
177,76,normal
143,89,fat
123,52,fat
114,61,fat
140,71,fat
129,40,normal
149,63,fat
179,60,normal
198,69,thin
184,83,normal
116,85,fat
152,82,fat
131,63,fat
182,75,normal
167,43,thin
140,44,normal
199,42,thin
123,40,fat
137,45,normal
133,62,fat
190,63,thin
190,40,thin
117,46,fat
125,49,fat
199,90,normal
142,85,fat
174,54,thin
127,74,fat
188,53,thin
167,71,fat
189,45,thin
197,54,thin
141,40,normal
165,74,fat
165,41,thin
157,44,thin
148,90,fat
160,64,normal
178,48,thin
194,71,normal
181,70,normal
190,53,thin
151,44,normal
189,69,normal
141,62,fat
114,42,fat
142,53,fat
175,73,normal
143,48,normal
188,41,thin
154,68,fat
116,77,fat
120,70,fat
187,47,thin
152,72,fat
146,46,normal
178,79,normal
111,54,fat
117,52,fat
141,83,fat
182,66,normal
136,87,fat
176,72,normal
196,51,thin
142,40,normal
182,76,normal
199,66,thin
178,60,normal
126,61,fat
146,64,fat
121,47,fat
135,70,fat
186,43,thin
128,54,fat
137,77,fat
180,80,normal
190,40,thin
167,55,normal
193,74,normal
129,76,fat
140,66,fat
154,79,fat
159,52,normal
179,80,normal
118,44,fat
133,72,fat
200,68,thin
126,43,fat
191,67,thin
192,53,thin
110,65,fat
115,72,fat
110,68,fat
132,57,fat
126,75,fat
125,73,fat
151,64,fat
116,59,fat
151,49,normal
154,72,fat
140,87,fat
168,47,thin
184,67,normal
157,59,normal
199,58,thin
115,68,fat
164,81,fat
132,85,fat
199,81,normal
129,90,fat
162,75,fat
152,41,thin
145,89,fat
131,46,fat
124,63,fat
140,79,fat
195,90,normal
170,49,thin
197,71,thin
167,56,normal
110,71,fat
185,90,fat
125,83,fat
115,49,fat
115,69,fat
175,89,fat
133,81,fat
168,49,thin
112,42,fat
141,77,fat
176,84,fat
188,73,normal
122,59,fat
184,47,thin
174,61,normal
180,40,thin
137,45,normal
112,87,fat
167,78,fat
145,67,fat
122,79,fat
134,79,fat
200,63,thin
141,49,normal
121,75,fat
150,58,fat
191,90,normal
187,42,thin
128,90,fat
180,59,thin
149,76,fat
172,48,thin
161,88,fat
115,74,fat
179,82,fat
176,51,thin
150,90,fat
130,56,fat
171,42,thin
176,70,normal
159,53,normal
197,54,thin
197,77,normal
147,73,fat
139,57,fat
142,77,fat
168,47,thin
111,88,fat
170,69,normal
173,89,fat
176,51,thin
137,51,fat
165,80,fat
133,50,fat
112,87,fat
155,41,thin
135,56,fat
146,81,fat
119,76,fat
133,73,fat
195,50,thin
172,59,normal
135,70,fat
112,68,fat
171,83,fat
198,78,normal
193,70,normal
166,67,normal
131,78,fat
135,50,fat
146,81,fat
110,51,fat
128,54,fat
185,55,thin
146,67,fat
152,55,normal
119,53,fat
147,58,fat
130,50,fat
182,80,normal
152,70,fat
124,62,fat
154,56,normal
119,67,fat
178,82,fat
139,56,fat
187,90,fat
178,40,thin
177,70,normal
155,57,normal
138,64,fat
198,70,thin
179,81,fat
184,65,normal
112,84,fat
191,59,thin
134,79,fat
188,65,thin
136,70,fat
112,43,fat
200,42,thin
198,83,normal
138,86,fat
152,63,fat
112,40,fat
148,58,fat
110,43,fat
189,41,thin
118,40,fat
181,72,normal
133,56,fat
132,43,normal
177,48,thin
165,72,fat
187,54,thin
163,67,fat
128,55,fat
193,80,normal
139,48,normal
117,57,fat
138,56,fat
164,85,fat
171,69,normal
116,51,fat
174,75,normal
127,52,fat
117,69,fat
156,56,normal
123,77,fat
181,84,fat
112,71,fat
174,61,normal
177,55,thin
186,47,thin
126,67,fat
118,52,fat
125,57,fat
177,87,fat
110,58,fat
161,78,fat
143,72,fat
154,46,normal
129,67,fat
174,90,fat
149,49,normal
180,46,thin
155,51,normal
117,58,fat
178,48,thin
194,81,normal
189,59,thin
118,81,fat
192,41,thin
167,63,normal
119,85,fat
135,48,fat
118,54,fat
163,66,normal
198,56,thin
178,42,thin
158,58,normal
178,90,fat
113,65,fat
181,41,thin
139,89,fat
187,50,thin
113,56,fat
116,48,fat
120,44,fat
180,43,thin
152,42,thin
167,56,normal
128,53,fat
156,81,fat
131,86,fat
172,64,normal
121,58,fat
121,55,fat
140,54,fat
181,52,thin
192,90,normal
132,41,normal
154,88,fat
151,57,normal
114,45,fat
114,68,fat
121,83,fat
168,49,thin
177,71,normal
129,57,fat
114,58,fat
155,71,fat
164,49,thin
176,44,thin
133,60,fat
134,62,fat
186,76,normal
144,40,normal
136,73,fat
183,73,normal
164,86,fat
149,51,normal
177,86,fat
162,59,normal
123,87,fat
142,65,fat
124,72,fat
130,90,fat
176,43,thin
141,43,normal
196,79,normal
121,70,fat
173,70,normal
131,56,fat
186,42,thin
135,41,normal
132,50,fat
125,42,fat
184,77,normal
191,61,thin
171,67,normal
142,63,fat
181,66,normal
154,56,normal
146,58,fat
183,52,thin
178,70,normal
118,44,fat
181,81,normal
159,40,thin
155,75,fat
183,79,normal
145,55,fat
152,54,normal
110,81,fat
159,73,fat
112,84,fat
200,69,thin
157,54,normal
168,90,fat
125,70,fat
153,75,fat
144,47,normal
118,62,fat
116,41,fat
171,85,fat
111,49,fat
116,82,fat
189,55,thin
191,44,thin
147,85,fat
195,55,thin
132,45,fat
166,67,normal
160,48,normal
141,44,normal
170,59,normal
164,74,fat
174,85,fat
120,60,fat
186,67,normal
119,71,fat
128,82,fat
151,81,fat
118,73,fat
130,84,fat
128,63,fat
116,82,fat
140,84,fat
198,64,thin
135,86,fat
129,45,fat
123,43,fat
122,81,fat
177,55,thin
166,42,thin
139,80,fat
195,41,thin
113,59,fat
180,74,normal
111,68,fat
148,84,fat
162,58,normal
127,78,fat
195,86,normal
155,50,normal
119,83,fat
119,44,fat
120,58,fat
170,63,normal
160,71,fat
144,55,fat
159,42,thin
125,55,fat
196,70,thin
141,59,fat
134,76,fat
166,79,fat
161,45,thin
